-183.503, 78.552, 1.332,  1.765
-183.496, 78.508, 1.338,  1.798
-183.488, 78.464, 1.345,  1.831
-183.481, 78.420, 1.351,  1.864
-183.473, 78.375, 1.357,  1.897
-183.466, 78.330, 1.364,  1.930
-183.458, 78.285, 1.370,  1.963
-183.451, 78.240, 1.376,  1.996
-183.443, 78.195, 1.383,  2.029
-183.435, 78.149, 1.389,  2.062
-183.428, 78.103, 1.395,  2.095
-183.420, 78.057, 1.401,  2.128
-183.413, 78.011, 1.407,  2.161
-183.405, 77.965, 1.413,  2.194
-183.398, 77.918, 1.419,  2.227
-183.390, 77.871, 1.425,  2.260
-183.382, 77.824, 1.431,  2.293
-183.375, 77.777, 1.437,  2.326
-183.367, 77.729, 1.443,  2.359
-183.360, 77.682, 1.449,  2.392
-183.352, 77.634, 1.455,  2.425
-183.345, 77.586, 1.461,  2.458
-183.337, 77.537, 1.467,  2.491
-183.329, 77.489, 1.473,  2.524
-183.322, 77.440, 1.479,  2.557
-183.314, 77.391, 1.485,  2.590
-183.307, 77.342, 1.491,  2.623
-183.299, 77.293, 1.497,  2.656
-183.292, 77.244, 1.504,  2.689
-183.284, 77.194, 1.510,  2.722
-183.277, 77.144, 1.516,  2.755
-183.269, 77.094, 1.522,  2.788
-183.261, 77.044, 1.528,  2.821
-183.254, 76.993, 1.534,  2.854
-183.246, 76.942, 1.541,  2.887
-183.239, 76.891, 1.547,  2.920
-183.231, 76.840, 1.553,  2.953
-183.224, 76.789, 1.559,  2.986
-183.216, 76.737, 1.566,  3.019
-183.209, 76.685, 1.572,  3.052
-183.201, 76.633, 1.578,  3.085
-183.194, 76.581, 1.585,  3.118
-183.186, 76.529, 1.591,  3.151
-183.179, 76.476, 1.597,  3.184
-183.171, 76.423, 1.604,  3.217
-183.164, 76.370, 1.610,  3.250
-183.156, 76.317, 1.617,  3.283
-183.149, 76.263, 1.623,  3.316
-183.141, 76.209, 1.629,  3.349
-183.134, 76.155, 1.636,  3.382
-183.127, 76.101, 1.642,  3.415
-183.119, 76.047, 1.649,  3.448
-183.112, 75.992, 1.655,  3.481
-183.105, 75.937, 1.662,  3.514
-183.097, 75.882, 1.668,  3.547
-183.090, 75.827, 1.675,  3.580
-183.082, 75.771, 1.681,  3.613
-183.075, 75.716, 1.688,  3.646
-183.068, 75.660, 1.694,  3.679
-183.061, 75.604, 1.701,  3.712
-183.053, 75.547, 1.707,  3.745
-183.046, 75.491, 1.714,  3.778
-183.039, 75.434, 1.720,  3.811
-183.031, 75.377, 1.727,  3.844
-183.024, 75.319, 1.733,  3.877
-183.017, 75.262, 1.740,  3.910
-183.010, 75.204, 1.746,  3.943
-183.003, 75.146, 1.753,  3.976
-182.995, 75.088, 1.760,  4.009
-182.988, 75.030, 1.766,  4.042
-182.981, 74.971, 1.773,  4.075
-182.974, 74.912, 1.780,  4.108
-182.967, 74.853, 1.786,  4.141
-182.960, 74.794, 1.793,  4.174
-182.953, 74.734, 1.800,  4.207
-182.946, 74.675, 1.806,  4.240
-182.938, 74.615, 1.813,  4.273
-182.931, 74.554, 1.820,  4.306
-182.924, 74.494, 1.827,  4.339
-182.917, 74.433, 1.833,  4.372
-182.910, 74.372, 1.840,  4.405
-182.903, 74.311, 1.847,  4.438
-182.896, 74.250, 1.854,  4.471
-182.890, 74.188, 1.861,  4.504
-182.883, 74.127, 1.868,  4.537
-182.876, 74.065, 1.875,  4.570
-182.869, 74.002, 1.881,  4.603
-182.862, 73.940, 1.888,  4.636
-182.855, 73.877, 1.895,  4.669
-182.848, 73.814, 1.902,  4.702
-182.841, 73.751, 1.909,  4.735
-182.835, 73.687, 1.916,  4.768
-182.828, 73.624, 1.923,  4.801
-182.821, 73.560, 1.930,  4.834
-182.814, 73.495, 1.937,  4.867
-182.808, 73.431, 1.944,  4.900
-182.801, 73.366, 1.951,  4.933
-182.794, 73.302, 1.958,  4.966
-182.788, 73.236, 1.965,  4.999
-182.781, 73.171, 1.972,  5.032
-182.774, 73.105, 1.979,  5.065
-182.768, 73.040, 1.987,  5.098
-182.761, 72.974, 1.994,  5.131
-182.755, 72.907, 2.001,  5.164
-182.748, 72.841, 2.008,  5.197
-182.742, 72.774, 2.015,  5.230
-182.735, 72.707, 2.022,  5.263
-182.729, 72.639, 2.030,  5.296
-182.722, 72.572, 2.037,  5.329
-182.716, 72.504, 2.044,  5.362
-182.710, 72.436, 2.051,  5.395
-182.703, 72.368, 2.059,  5.428
-182.697, 72.299, 2.066,  5.461
-182.690, 72.231, 2.073,  5.494
-182.684, 72.161, 2.081,  5.527
-182.678, 72.092, 2.088,  5.560
-182.672, 72.023, 2.095,  5.593
-182.665, 71.953, 2.103,  5.626
-182.659, 71.883, 2.110,  5.659
-182.653, 71.813, 2.118,  5.692
-182.647, 71.742, 2.125,  5.725
-182.641, 71.671, 2.133,  5.758
-182.634, 71.600, 2.140,  5.791
-182.628, 71.529, 2.147,  5.824
-182.622, 71.458, 2.155,  5.857
-182.616, 71.386, 2.163,  5.890
-182.610, 71.314, 2.170,  5.923
-182.604, 71.242, 2.178,  5.956
-182.598, 71.169, 2.185,  5.989
-182.592, 71.096, 2.193,  6.022
-182.586, 71.023, 2.201,  6.055
-182.580, 70.950, 2.208,  6.088
-182.574, 70.876, 2.216,  6.121
-182.568, 70.802, 2.224,  6.154
-182.562, 70.728, 2.232,  6.187
-182.556, 70.654, 2.239,  6.220
-182.551, 70.579, 2.247,  6.253
-182.545, 70.504, 2.255,  6.286
-182.539, 70.429, 2.262,  6.319
-182.533, 70.354, 2.270,  6.352
-182.528, 70.278, 2.278,  6.385
-182.522, 70.202, 2.286,  6.418
-182.516, 70.126, 2.294,  6.451
-182.510, 70.050, 2.301,  6.484
-182.505, 69.973, 2.309,  6.517
-182.499, 69.896, 2.317,  6.550
-182.494, 69.819, 2.325,  6.583
-182.488, 69.741, 2.333,  6.616
-182.482, 69.663, 2.341,  6.649
-182.477, 69.585, 2.349,  6.682
-182.471, 69.507, 2.357,  6.715
-182.466, 69.429, 2.365,  6.748
-182.460, 69.350, 2.373,  6.781
-182.455, 69.271, 2.381,  6.814
-182.449, 69.191, 2.389,  6.847
-182.444, 69.112, 2.397,  6.880
-182.439, 69.032, 2.405,  6.913
-182.433, 68.951, 2.413,  6.946
-182.428, 68.871, 2.421,  6.979
-182.423, 68.790, 2.430,  7.012
-182.417, 68.709, 2.438,  7.045
-182.412, 68.628, 2.446,  7.078
-182.407, 68.546, 2.454,  7.111
-182.402, 68.464, 2.463,  7.144
-182.396, 68.382, 2.471,  7.177
-182.391, 68.300, 2.479,  7.210
-182.386, 68.217, 2.488,  7.243
-182.381, 68.134, 2.496,  7.276
-182.376, 68.051, 2.504,  7.309
-182.371, 67.967, 2.513,  7.342
-182.366, 67.883, 2.521,  7.375
-182.361, 67.799, 2.530,  7.408
-182.356, 67.715, 2.538,  7.441
-182.351, 67.630, 2.547,  7.474
-182.346, 67.545, 2.555,  7.507
-182.341, 67.460, 2.564,  7.540
-182.336, 67.375, 2.572,  7.573
-182.331, 67.289, 2.581,  7.606
-182.326, 67.203, 2.590,  7.639
-182.321, 67.116, 2.598,  7.672
-182.316, 67.029, 2.607,  7.705
-182.311, 66.942, 2.616,  7.738
-182.307, 66.855, 2.624,  7.771
-182.302, 66.768, 2.633,  7.804
-182.297, 66.680, 2.642,  7.837
-182.292, 66.592, 2.651,  7.870
-182.287, 66.503, 2.660,  7.903
-182.283, 66.414, 2.669,  7.936
-182.278, 66.325, 2.677,  7.969
-182.273, 66.236, 2.686,  8.002
-182.269, 66.146, 2.695,  8.035
-182.264, 66.056, 2.704,  8.068
-182.260, 65.966, 2.713,  8.101
-182.255, 65.875, 2.723,  8.134
-182.250, 65.785, 2.732,  8.167
-182.246, 65.693, 2.741,  8.200
-182.241, 65.602, 2.750,  8.233
-182.237, 65.510, 2.759,  8.266
-182.232, 65.418, 2.768,  8.299
-182.228, 65.326, 2.778,  8.332
-182.224, 65.233, 2.787,  8.365
-182.219, 65.140, 2.796,  8.398
-182.215, 65.047, 2.806,  8.431
-182.210, 64.953, 2.815,  8.464
-182.206, 64.859, 2.825,  8.497
-182.202, 64.765, 2.834,  8.530
-182.197, 64.670, 2.844,  8.563
-182.193, 64.575, 2.853,  8.596
-182.189, 64.480, 2.863,  8.629
-182.185, 64.384, 2.873,  8.662
-182.180, 64.288, 2.882,  8.695
-182.176, 64.192, 2.892,  8.728
-182.172, 64.095, 2.902,  8.761
-182.168, 63.999, 2.911,  8.794
-182.164, 63.901, 2.921,  8.827
-182.159, 63.804, 2.931,  8.860
-182.155, 63.706, 2.941,  8.893
-182.151, 63.608, 2.951,  8.926
-182.147, 63.509, 2.961,  8.959
-182.143, 63.410, 2.970,  8.992
-182.139, 63.311, 2.980,  9.025
-182.135, 63.212, 2.990,  9.058
-182.131, 63.112, 3.000,  9.091
-182.127, 63.012, 3.011,  9.124
-182.123, 62.911, 3.021,  9.157
-182.119, 62.810, 3.031,  9.190
-182.115, 62.709, 3.041,  9.223
-182.111, 62.607, 3.051,  9.256
-182.108, 62.506, 3.061,  9.289
-182.104, 62.403, 3.071,  9.322
-182.100, 62.301, 3.082,  9.355
-182.096, 62.198, 3.092,  9.388
-182.092, 62.095, 3.102,  9.421
-182.088, 61.991, 3.113,  9.454
-182.085, 61.887, 3.123,  9.487
-182.081, 61.783, 3.134,  9.520
-182.077, 61.678, 3.144,  9.553
-182.073, 61.573, 3.155,  9.586
-182.070, 61.468, 3.165,  9.619
-182.066, 61.362, 3.176,  9.652
-182.062, 61.256, 3.187,  9.685
-182.059, 61.149, 3.197,  9.718
-182.055, 61.043, 3.208,  9.751
-182.052, 60.935, 3.219,  9.784
-182.048, 60.828, 3.230,  9.817
-182.044, 60.720, 3.240,  9.850
-182.041, 60.612, 3.251,  9.883
-182.037, 60.503, 3.262,  9.916
-182.034, 60.394, 3.273,  9.949
-182.030, 60.285, 3.284,  9.982
-182.027, 60.175, 3.295, 10.015
-182.023, 60.065, 3.306, 10.048
-182.020, 59.955, 3.317, 10.081
-182.016, 59.844, 3.328, 10.114
-182.013, 59.733, 3.339, 10.147
-182.010, 59.621, 3.350, 10.180
-182.006, 59.509, 3.362, 10.213
-182.003, 59.397, 3.373, 10.246
-182.000, 59.284, 3.384, 10.279
-181.996, 59.171, 3.395, 10.312
-181.993, 59.058, 3.407, 10.345
-181.990, 58.944, 3.418, 10.378
-181.986, 58.830, 3.430, 10.411
-181.983, 58.715, 3.441, 10.444
-181.980, 58.600, 3.453, 10.477
-181.977, 58.485, 3.464, 10.510
-181.973, 58.369, 3.476, 10.543
-181.970, 58.253, 3.488, 10.576
-181.967, 58.137, 3.499, 10.609
-181.964, 58.020, 3.511, 10.642
-181.961, 57.903, 3.523, 10.675
-181.958, 57.785, 3.535, 10.708
-181.954, 57.667, 3.547, 10.741
-181.951, 57.548, 3.558, 10.774
-181.948, 57.429, 3.570, 10.807
-181.945, 57.310, 3.582, 10.840
-181.942, 57.191, 3.594, 10.873
-181.939, 57.070, 3.606, 10.906
-181.936, 56.950, 3.618, 10.939
-181.933, 56.829, 3.630, 10.972
-181.930, 56.708, 3.642, 11.005
-181.927, 56.586, 3.655, 11.038
-181.924, 56.464, 3.667, 11.071
-181.921, 56.342, 3.679, 11.104
-181.918, 56.219, 3.691, 11.137
-181.915, 56.095, 3.704, 11.170
-181.912, 55.972, 3.716, 11.203
-181.909, 55.847, 3.729, 11.236
-181.907, 55.723, 3.741, 11.269
-181.904, 55.598, 3.754, 11.302
-181.901, 55.472, 3.766, 11.335
-181.898, 55.347, 3.779, 11.368
-181.895, 55.220, 3.792, 11.401
-181.892, 55.094, 3.804, 11.434
-181.890, 54.967, 3.817, 11.467
-181.887, 54.839, 3.830, 11.500
-181.884, 54.711, 3.843, 11.533
-181.881, 54.583, 3.855, 11.566
-181.879, 54.454, 3.868, 11.599
-181.876, 54.325, 3.881, 11.632
-181.873, 54.195, 3.894, 11.665
-181.870, 54.065, 3.907, 11.698
-181.868, 53.934, 3.920, 11.731
-181.865, 53.803, 3.933, 11.764
-181.863, 53.672, 3.946, 11.797
-181.860, 53.540, 3.959, 11.830
-181.857, 53.408, 3.972, 11.863
-181.855, 53.275, 3.985, 11.896
-181.852, 53.142, 3.998, 11.929
-181.849, 53.008, 4.011, 11.962
-181.847, 52.874, 4.023, 11.995
-181.844, 52.740, 4.036, 12.028
-181.842, 52.605, 4.049, 12.061
-181.839, 52.470, 4.062, 12.094
-181.837, 52.334, 4.075, 12.127
-181.834, 52.198, 4.088, 12.160
-181.832, 52.061, 4.101, 12.193
-181.829, 51.924, 4.114, 12.226
-181.827, 51.787, 4.128, 12.259
-181.824, 51.649, 4.141, 12.292
-181.822, 51.511, 4.154, 12.325
-181.819, 51.372, 4.168, 12.358
-181.817, 51.233, 4.181, 12.391
-181.815, 51.093, 4.195, 12.424
-181.812, 50.953, 4.208, 12.457
-181.810, 50.812, 4.222, 12.490
-181.807, 50.671, 4.235, 12.523
-181.805, 50.530, 4.249, 12.556
-181.803, 50.388, 4.263, 12.589
-181.800, 50.245, 4.277, 12.622
-181.798, 50.102, 4.290, 12.655
-181.796, 49.959, 4.304, 12.688
-181.793, 49.815, 4.318, 12.721
-181.791, 49.671, 4.332, 12.754
-181.789, 49.526, 4.346, 12.787
-181.787, 49.381, 4.360, 12.820
-181.784, 49.235, 4.374, 12.853
-181.782, 49.089, 4.388, 12.886
-181.780, 48.943, 4.403, 12.919
-181.778, 48.795, 4.417, 12.952
-181.775, 48.648, 4.431, 12.985
-181.773, 48.500, 4.446, 13.018
-181.771, 48.351, 4.460, 13.051
-181.769, 48.202, 4.474, 13.084
-181.767, 48.053, 4.489, 13.117
-181.765, 47.903, 4.503, 13.150
-181.762, 47.752, 4.518, 13.183
-181.760, 47.601, 4.533, 13.216
-181.758, 47.450, 4.547, 13.249
-181.756, 47.298, 4.562, 13.282
-181.754, 47.146, 4.577, 13.315
-181.752, 46.993, 4.592, 13.348
-181.750, 46.839, 4.607, 13.381
-181.748, 46.685, 4.622, 13.414
-181.746, 46.531, 4.637, 13.447
-181.744, 46.376, 4.652, 13.480
-181.742, 46.221, 4.667, 13.513
-181.740, 46.065, 4.682, 13.546
-181.738, 45.908, 4.697, 13.579
-181.735, 45.751, 4.712, 13.612
-181.733, 45.594, 4.728, 13.645
-181.731, 45.436, 4.743, 13.678
-181.729, 45.277, 4.758, 13.711
-181.728, 45.118, 4.774, 13.744
-181.726, 44.959, 4.789, 13.777
-181.724, 44.799, 4.805, 13.810
-181.722, 44.638, 4.821, 13.843
-181.720, 44.477, 4.836, 13.876
-181.718, 44.316, 4.852, 13.909
-181.716, 44.153, 4.868, 13.942
-181.714, 43.991, 4.884, 13.975
-181.712, 43.828, 4.899, 14.008
-181.710, 43.664, 4.915, 14.041
-181.708, 43.500, 4.931, 14.074
-181.706, 43.335, 4.948, 14.107
-181.705, 43.170, 4.964, 14.140
-181.703, 43.004, 4.980, 14.173
-181.701, 42.837, 4.996, 14.206
-181.699, 42.670, 5.012, 14.239
-181.697, 42.503, 5.029, 14.272
-181.695, 42.335, 5.045, 14.305
-181.693, 42.166, 5.062, 14.338
-181.692, 41.997, 5.078, 14.371
-181.690, 41.827, 5.095, 14.404
-181.688, 41.657, 5.110, 14.437
-181.686, 41.487, 5.117, 14.470
-181.684, 41.317, 5.102, 14.503
-181.683, 41.147, 5.085, 14.536
-181.681, 40.979, 5.072, 14.569
-181.679, 40.810, 5.063, 14.602
-181.678, 40.641, 5.058, 14.635
-181.676, 40.473, 5.058, 14.668
-181.674, 40.304, 5.063, 14.701
-181.672, 40.135, 5.072, 14.734
-181.671, 39.966, 5.086, 14.767
-181.669, 39.796, 5.104, 14.800
-181.667, 39.625, 5.126, 14.833
-181.666, 39.453, 5.152, 14.866
-181.664, 39.281, 5.182, 14.899
-181.662, 39.107, 5.214, 14.932
-181.661, 38.932, 5.248, 14.965
-181.659, 38.756, 5.284, 14.998
-181.657, 38.579, 5.321, 15.031
-181.656, 38.400, 5.358, 15.064
-181.654, 38.221, 5.395, 15.097
-181.652, 38.040, 5.431, 15.130
-181.651, 37.858, 5.467, 15.163
-181.649, 37.675, 5.500, 15.196
-181.647, 37.490, 5.532, 15.229
-181.646, 37.305, 5.562, 15.262
-181.644, 37.119, 5.589, 15.295
-181.643, 36.932, 5.615, 15.328
-181.641, 36.745, 5.638, 15.361
-181.639, 36.556, 5.660, 15.394
-181.638, 36.367, 5.679, 15.427
-181.636, 36.178, 5.697, 15.460
-181.634, 35.987, 5.714, 15.493
-181.633, 35.797, 5.730, 15.526
-181.631, 35.605, 5.744, 15.559
-181.630, 35.414, 5.758, 15.592
-181.628, 35.222, 5.771, 15.625
-181.627, 35.029, 5.784, 15.658
-181.625, 34.836, 5.796, 15.691
-181.624, 34.643, 5.809, 15.724
-181.622, 34.449, 5.823, 15.757
-181.620, 34.255, 5.836, 15.790
-181.619, 34.060, 5.850, 15.823
-181.617, 33.864, 5.865, 15.856
-181.616, 33.669, 5.881, 15.889
-181.614, 33.472, 5.897, 15.922
-181.613, 33.275, 5.914, 15.955
-181.611, 33.078, 5.932, 15.988
-181.610, 32.880, 5.951, 16.021
-181.608, 32.681, 5.970, 16.054
-181.607, 32.481, 5.990, 16.087
-181.605, 32.281, 6.011, 16.120
-181.604, 32.080, 6.033, 16.153
-181.603, 31.879, 6.055, 16.186
-181.601, 31.676, 6.078, 16.219
-181.600, 31.473, 6.100, 16.252
-181.598, 31.269, 6.123, 16.285
-181.597, 31.065, 6.147, 16.318
-181.595, 30.859, 6.170, 16.351
-181.594, 30.653, 6.193, 16.384
-181.592, 30.446, 6.216, 16.417
-181.591, 30.238, 6.239, 16.450
-181.589, 30.030, 6.262, 16.483
-181.588, 29.820, 6.285, 16.516
-181.587, 29.610, 6.307, 16.549
-181.585, 29.400, 6.329, 16.582
-181.584, 29.188, 6.351, 16.615
-181.582, 28.976, 6.373, 16.648
-181.581, 28.763, 6.394, 16.681
-181.580, 28.550, 6.416, 16.714
-181.578, 28.335, 6.437, 16.747
-181.577, 28.120, 6.458, 16.780
-181.575, 27.905, 6.479, 16.813
-181.574, 27.688, 6.499, 16.846
-181.573, 27.471, 6.520, 16.879
-181.571, 27.253, 6.541, 16.912
-181.570, 27.035, 6.562, 16.945
-181.568, 26.816, 6.583, 16.978
-181.567, 26.596, 6.604, 17.011
-181.566, 26.375, 6.626, 17.044
-181.564, 26.154, 6.647, 17.077
-181.563, 25.932, 6.669, 17.110
-181.562, 25.709, 6.691, 17.143
-181.560, 25.485, 6.713, 17.176
-181.559, 25.261, 6.736, 17.209
-181.557, 25.036, 6.759, 17.242
-181.556, 24.810, 6.781, 17.275
-181.555, 24.584, 6.804, 17.308
-181.553, 24.356, 6.827, 17.341
-181.552, 24.128, 6.849, 17.374
-181.551, 23.899, 6.872, 17.407
-181.549, 23.670, 6.895, 17.440
-181.548, 23.440, 6.917, 17.473
-181.547, 23.208, 6.940, 17.506
-181.545, 22.977, 6.962, 17.539
-181.544, 22.744, 6.985, 17.572
-181.543, 22.511, 7.008, 17.605
-181.541, 22.276, 7.031, 17.638
-181.540, 22.042, 7.054, 17.671
-181.539, 21.806, 7.077, 17.704
-181.537, 21.570, 7.100, 17.737
-181.536, 21.332, 7.123, 17.770
-181.535, 21.094, 7.146, 17.803
-181.533, 20.856, 7.170, 17.836
-181.532, 20.616, 7.194, 17.869
-181.531, 20.376, 7.217, 17.902
-181.529, 20.135, 7.241, 17.935
-181.528, 19.893, 7.265, 17.968
-181.527, 19.650, 7.289, 18.001
-181.525, 19.406, 7.313, 18.034
-181.524, 19.162, 7.338, 18.067
-181.523, 18.917, 7.362, 18.100
-181.521, 18.671, 7.387, 18.133
-181.520, 18.424, 7.411, 18.166
-181.519, 18.176, 7.436, 18.199
-181.517, 17.928, 7.460, 18.232
-181.516, 17.679, 7.485, 18.265
-181.515, 17.428, 7.510, 18.298
-181.513, 17.178, 7.534, 18.331
-181.512, 16.926, 7.559, 18.364
-181.511, 16.673, 7.584, 18.397
-181.509, 16.420, 7.609, 18.430
-181.508, 16.166, 7.633, 18.463
-181.507, 15.911, 7.658, 18.496
-181.505, 15.655, 7.683, 18.529
-181.504, 15.398, 7.708, 18.562
-181.503, 15.140, 7.733, 18.595
-181.501, 14.882, 7.758, 18.628
-181.500, 14.623, 7.783, 18.661
-181.499, 14.363, 7.808, 18.694
-181.497, 14.102, 7.834, 18.727
-181.496, 13.840, 7.859, 18.760
-181.495, 13.577, 7.885, 18.793
-181.494, 13.314, 7.911, 18.826
-181.492, 13.050, 7.937, 18.859
-181.491, 12.784, 7.963, 18.892
-181.490, 12.518, 7.989, 18.925
-181.488, 12.251, 8.015, 18.958
-181.487, 11.983, 8.042, 18.991
-181.486, 11.715, 8.068, 19.024
-181.484, 11.445, 8.095, 19.057
-181.483, 11.175, 8.122, 19.090
-181.482, 10.903, 8.149, 19.123
-181.480, 10.631, 8.176, 19.156
-181.479, 10.358, 8.204, 19.189
-181.478, 10.083, 8.231, 19.222
-181.476, 9.808, 8.258, 19.255
-181.475, 9.532, 8.286, 19.288
-181.474, 9.255, 8.313, 19.321
-181.472, 8.978, 8.341, 19.354
-181.471, 8.699, 8.369, 19.387
-181.470, 8.419, 8.397, 19.420
-181.468, 8.139, 8.424, 19.453
-181.467, 7.857, 8.452, 19.486
-181.465, 7.575, 8.480, 19.519
-181.464, 7.291, 8.509, 19.552
-181.463, 7.007, 8.537, 19.585
-181.461, 6.722, 8.565, 19.618
-181.460, 6.435, 8.594, 19.651
-181.459, 6.148, 8.622, 19.684
-181.457, 5.860, 8.651, 19.717
-181.456, 5.571, 8.679, 19.750
-181.455, 5.281, 8.708, 19.783
-181.453, 4.990, 8.737, 19.816
-181.452, 4.698, 8.766, 19.849
-181.450, 4.405, 8.795, 19.882
-181.449, 4.111, 8.824, 19.915
-181.448, 3.816, 8.853, 19.948
-181.446, 3.521, 8.883, 19.981
-181.445, 3.224, 8.912, 20.014
-181.443, 2.926, 8.942, 20.047
-181.442, 2.627, 8.971, 20.080
-181.441, 2.327, 9.001, 20.113
-181.439, 2.027, 9.031, 20.146
-181.438, 1.725, 9.061, 20.179
-181.436, 1.422, 9.091, 20.212
-181.435, 1.118, 9.121, 20.245
-181.434, 0.813, 9.151, 20.278
-181.432, 0.508, 9.182, 20.311
-181.431, 0.201, 9.212, 20.344
-181.429, -0.107, 9.243, 20.377
-181.428, -0.416, 9.274, 20.410
-181.426, -0.726, 9.304, 20.443
-181.425, -1.037, 9.335, 20.476
-181.423, -1.349, 9.366, 20.509
-181.422, -1.662, 9.397, 20.542
-181.421, -1.976, 9.429, 20.575
-181.419, -2.291, 9.460, 20.608
-181.418, -2.607, 9.491, 20.641
-181.416, -2.924, 9.523, 20.674
-181.415, -3.242, 9.555, 20.707
-181.413, -3.562, 9.586, 20.740
-181.412, -3.882, 9.618, 20.773
-181.410, -4.204, 9.650, 20.806
-181.409, -4.526, 9.682, 20.839
-181.407, -4.850, 9.715, 20.872
-181.406, -5.174, 9.747, 20.905
-181.404, -5.500, 9.779, 20.938
-181.403, -5.827, 9.812, 20.971
-181.401, -6.155, 9.845, 21.004
-181.400, -6.484, 9.877, 21.037
-181.398, -6.814, 9.910, 21.070
-181.396, -7.145, 9.943, 21.103
-181.395, -7.477, 9.976, 21.136
-181.393, -7.811, 10.010, 21.169
-181.392, -8.145, 10.043, 21.202
-181.390, -8.481, 10.076, 21.235
-181.389, -8.817, 10.110, 21.268
-181.387, -9.155, 10.144, 21.301
-181.386, -9.494, 10.177, 21.334
-181.384, -9.834, 10.211, 21.367
-181.382, -10.176, 10.245, 21.400
-181.381, -10.518, 10.279, 21.433
-181.379, -10.861, 10.314, 21.466
-181.378, -11.206, 10.348, 21.499
-181.376, -11.552, 10.382, 21.532
-181.374, -11.899, 10.417, 21.565
-181.373, -12.247, 10.452, 21.598
-181.371, -12.596, 10.487, 21.631
-181.369, -12.947, 10.521, 21.664
-181.368, -13.298, 10.557, 21.697
-181.366, -13.651, 10.592, 21.730
-181.364, -14.005, 10.627, 21.763
-181.363, -14.360, 10.662, 21.796
-181.361, -14.716, 10.698, 21.829
-181.359, -15.074, 10.734, 21.862
-181.358, -15.433, 10.769, 21.895
-181.356, -15.793, 10.805, 21.928
-181.354, -16.154, 10.841, 21.961
-181.352, -16.516, 10.877, 21.994
-181.351, -16.879, 10.914, 22.027
-181.349, -17.244, 10.950, 22.060
-181.347, -17.610, 10.987, 22.093
-181.345, -17.977, 11.023, 22.126
-181.344, -18.346, 11.060, 22.159
-181.342, -18.715, 11.097, 22.192
-181.340, -19.086, 11.134, 22.225
-181.338, -19.458, 11.171, 22.258
-181.336, -19.831, 11.208, 22.291
-181.335, -20.206, 11.246, 22.324
-181.333, -20.582, 11.283, 22.357
-181.331, -20.959, 11.321, 22.390
-181.329, -21.337, 11.359, 22.423
-181.327, -21.717, 11.397, 22.456
-181.325, -22.098, 11.435, 22.489
-181.323, -22.480, 11.473, 22.522
-181.322, -22.863, 11.511, 22.555
-181.320, -23.248, 11.550, 22.588
-181.318, -23.634, 11.589, 22.621
-181.316, -24.021, 11.628, 22.654
-181.314, -24.410, 11.667, 22.687
-181.312, -24.800, 11.706, 22.720
-181.310, -25.191, 11.746, 22.753
-181.308, -25.583, 11.786, 22.786
-181.306, -25.977, 11.826, 22.819
-181.304, -26.372, 11.866, 22.852
-181.302, -26.769, 11.907, 22.885
-181.300, -27.167, 11.947, 22.918
-181.298, -27.566, 11.988, 22.951
-181.296, -27.967, 12.029, 22.984
-181.294, -28.369, 12.070, 23.017
-181.292, -28.772, 12.111, 23.050
